"Visits_sum","Orders_Sum","WordsOfStem_Visits"
"1","0","applaw chicken and rice(1)"
"1","0","applaw chicken and salmon(1)"
"1","0","applaw chicken beef(1)"
"1","1","applaw chicken breast 156g can(1)"
"1","1","applaw chicken breast 70g(1)"
"1","0","applaw chicken breast and(1)"
"1","0","applaw chicken breast and asparagus(1)"
"1","0","applaw chicken breast and pumpkin(1)"
"1","1","applaw chicken cat(1)"
"1","1","applaw chicken cat grain free(1)"
"1","1","applaw chicken chicken(1)"
"1","0","applaw chicken dog food(1)"
"1","0","applaw chicken tin(1)"
"1","0","applaw chicken with beef in jelli cat pouch 70g(1)"
"1","0","applaw chicken with lamb(1)"
"1","0","applaw chicken with lamb dri(1)"
"1","0","applaw chicken with lamb in jelli cat pouch 70g(1)"
"1","0","applaw chicken with liver in jelli cat pouch 70g(1)"
"1","1","applaw chicken with mackerel in jelli cat food 70g tin(1)"
"1","1","applaw chicken with salmon(1)"
"1","1","applaw dog 75(1)"
"1","0","applaw dog adult(1)"
"1","1","applaw dog food larg breed(1)"
"1","1","applaw dog food larg breed adult chicken(1)"
"1","1","applaw dog food larg breed adult chicken 15kg(1)"
"1","1","applaw dog food pouch(1)"
"1","0","applaw dog food pouch multipack finest collect(1)"
"1","0","applaw dog food pouch(1)"
"1","1","applaw dog food small medium(1)"
"1","0","applaw dog food tin ocean fish(1)"
"1","0","applaw dog larg(1)"
"1","0","applaw dog light(1)"
"1","0","applaw dog medium(1)"
"1","0","applaw dog tin(1)"
"1","0","applaw dri  cat food(1)"
"1","1","applaw dri chicken(1)"
"1","0","applaw dri dog 75kg(1)"
"1","1","applaw dri dog food chicken senior web exclus(1)"
"1","1","applaw dri dog food small(1)"
"1","1","applaw dri dog food small amp medium(1)"
"1","1","applaw dri dog food small and medium breed adult chicken(1)"
"1","0","applaw dri dog small(1)"
"1","0","applaw dri food(1)"
"1","0","applaw dri kitten(1)"
"1","0","applaw for kitten(1)"
"1","1","applaw for puppi(1)"
"1","0","applaw grain free cat food(1)"
"1","1","applaw in jelli cat(1)"
"1","0","applaw kitten dri(1)"
"1","0","applaw kitten tin(1)"
"1","0","applaw kitten tuna(1)"
"1","0","applaw lamb chicken(1)"
"1","1","applaw lamb chicken dog(1)"
"1","1","applaw larg breed 75 kg(1)"
"1","1","applaw larg breed dog(1)"
"1","0","applaw larg dog(1)"
"1","0","applaw larg larg(1)"
"1","0","applaw layer pot(1)"
"1","1","applaw light(1)"
"1","1","applaw macker(1)"
"1","0","applaw mackerel and sardin(1)"
"1","0","applaw mackerel with sweetcorn(1)"
"1","0","applaw multi(1)"
"1","0","applaw multi pack 70 g(1)"
"1","1","applaw multipack cat(1)"
"1","0","applaw multipack pate 2 7 pack(1)"
"1","0","applaw ocean fish pate(1)"
"1","0","applaw pate luxuri cat(1)"
"1","0","applaw pot(1)"
"1","0","applaw puppi applaw(1)"
"1","0","applaw rabbit(1)"
"1","0","applaw rice(1)"
"1","0","applaw sardin(1)"
"1","0","applaw sardin kitten food 70g(1)"
"1","0","applaw seawe(1)"
"1","0","applaw select(1)"
"1","0","applaw senior dog(1)"
"1","0","applaw senior tin(1)"
"1","1","applaw shrimp(1)"
"1","0","applaw small(1)"
"1","1","applaw small and medium(1)"
"1","0","applaw small and medium dog(1)"
"1","0","applaw small dog(1)"
"1","0","applaw tin cat food(1)"
"1","1","applaw tin cat(1)"
"1","0","applaw treat(1)"
"1","0","applaw tuna 70g(1)"
"1","0","applaw tuna and anchovi(1)"
"1","0","applaw tuna and crab pot(1)"
"1","0","applaw tuna and prawn(1)"
"1","0","applaw tuna cat(1)"
"1","1","applaw tuna fillet(1)"
"1","1","applaw tuna loin(1)"
"1","0","applaw tuna loin(1)"
"1","1","applaw tuna loin(1)"
"1","0","applaw tuna prawn(1)"
"1","1","applaw tuna seabream(1)"
"1","0","applaw tuna wholemeat(1)"
"1","0","applaw tuna wholemeat in jelli cat pouch 70g(1)"
"1","0","applaw tuna wholemeat with macker in jelli cat pouch 70g(1)"
"1","0","applaw wet  dog food(1)"
"1","0","applaw wet cat food adult(1)"
"1","0","applaw wet cat food salmon(1)"
"1","1","applaw wet food cat(1)"
"1","0","applaw(1)"
"1","0","applaw  tuna tin(1)"
"1","0","applaw tuna tin(1)"
"1","0","applawstuna(1)"
"1","0","applawstuna tin(1)"
"1","0","applawsdog(1)"
"1","0","applawskitten(1)"
"1","0","appl and carrot(1)"
"1","0","appl biscuit(1)"
"1","0","appl cider vinag(1)"
"1","1","appl dog treat do dog food(1)"
"1","0","appl drop 75gm(1)"
"1","0","appl favort drop(1)"
"1","0","appl flaverd drop(1)"
"1","1","appl food bowl(1)"
"1","0","appl hay(1)"
"1","0","appl shampoo(1)"
"1","0","appl spray(1)"
"1","0","appl struddl biscuit(1)"
"1","0","appl strudel biscuit(1)"
"1","0","appl treat(1)"
"1","0","applechaff(1)"
"1","1","applepaw(1)"
"1","0","applepaw kitten food(1)"
"1","0","applepaw tuna(1)"
"1","0","applespray(1)"
"1","0","applwa(1)"
"1","0","applwa lite(1)"
"1","0","appoit(1)"
"1","0","appplaw(1)"
"1","0","apprais(1)"
"1","0","apprentic(1)"
"1","0","appi(1)"
"1","0","ap 400(1)"
"1","0","ap 400 air pump(1)"
"1","0","aps400(1)"
"1","0","apt mil(1)"
"1","0","aptadil(1)"
"1","0","aptil(1)"
"1","0","aqaon(1)"
"1","0","aqarium(1)"
"1","0","aqarium background(1)"
"1","0","aqarium plant(1)"
"1","0","aqaru(1)"
"1","0","aqasaf(1)"
"1","0","aqauarium(1)"
"1","0","aqauastart 320(1)"
"1","0","aqaurium air pump(1)"
"1","0","aql9(1)"
"1","0","aqq(1)"
"1","0","aqu205818(1)"
"1","0","aqua  one fish tank(1)"
"1","0","aqua  one nano 22(1)"
"1","1","aqua 101(1)"
"1","0","aqua 101f(1)"
"1","0","aqua 22(1)"
"1","0","aqua 30 aquarium(1)"
"1","0","aqua 30 coldwat(1)"
"1","0","aqua 30 fishtank(1)"
"1","0","aqua and 55 litr(1)"
"1","0","aqua aquarium(1)"
"1","0","aqua aspir 130(1)"
"1","0","aqua aspir aqua(1)"
"1","0","aqua cube aquarium(1)"
"1","0","aqua cube tank(1)"
"1","0","aqua dragon(1)"
"1","0","aqua filter(1)"
"1","0","aqua fish(1)"
"1","0","aqua fish tank(1)"
"1","0","aqua foam(1)"
"1","0","aqua foam 30(1)"
"1","0","aqua graphit(1)"
"1","1","aqua nano 22 filter(1)"
"1","0","aqua nano cube(1)"
"1","0","aqua nano filter(1)"
"1","1","aqua nano filtrat(1)"
"1","0","aqua one 101f filter(1)"
"1","0","aqua one 130l(1)"
"1","0","aqua one 22 spong(1)"
"1","1","aqua one 28(1)"
"1","0","aqua one 320(1)"
"1","0","aqua one 320 fish tank(1)"
"1","0","aqua one 80(1)"
"1","1","aqua one aqua 28 cartridg(1)"
"1","1","aqua one aqua aspir(1)"
"1","1","aqua one aqua aspir 55 glass aquarium 55 litr(1)"
"1","1","aqua one aqua zone 28  carbon cartridg(1)"
"1","0","aqua one aqua zone 28 glass aquarium graphit 28 litr(1)"
"1","0","aqua one aquapend(1)"
"1","0","aqua one aquarium 130(1)"
"1","0","aqua one carbon cartridg(1)"
"1","1","aqua one filter spong(1)"
"1","0","aqua one fish(1)"
"1","0","aqua one inspir 80(1)"
"1","0","aqua one inspir cabinet(1)"
"1","0","aqua one nano 22(1)"
"1","1","aqua one nano 40(1)"
"1","0","aqua one start(1)"
"1","0","aqua one tank(1)"
"1","1","aqua one zone(1)"
"1","0","aqua one zone 28 glass aquarium graphit 28 litr(1)"
"1","0","aqua pendant l(1)"
"1","0","aqua pendant pendant(1)"
"1","0","aqua pure aquarium(1)"
"1","1","aqua pure ball(1)"
"1","0","aqua safe t(1)"
"1","0","aqua safe(1)"
"1","0","aqua sand(1)"
"1","0","aqua start tank(1)"
"1","0","aqua start320(1)"
"1","0","aqua town 19(1)"
"1","0","aqua town starter(1)"
"1","0","aqua zone(1)"
"1","0","aquaflow(1)"
"1","0","aquaflow 200(1)"
"1","0","aqua1(1)"
"1","0","aqua1 aspir(1)"
"1","0","aqua4start11w(1)"
"1","0","aquabal(1)"
"1","0","aquabal(1)"
"1","0","aquacar(1)"
"1","0","aquacid(1)"
"1","0","aquaclear(1)"
"1","0","aquacycl(1)"
"1","0","aquafish(1)"
"1","0","aquaflak bow wow(1)"
"1","0","aquaflow(1)"
"1","0","aquaglo t8(1)"
"1","0","aqualibrium(1)"
"1","0","aquam sealant(1)"
"1","0","aquam silicon sealant(1)"
"1","0","aquanano 50l(1)"
"1","1","aquanano 55 filterspong(1)"
"1","0","aquanano 55cl(1)"
"1","0","aquanano cabinet(1)"
"1","0","aquanano f(1)"
"1","0","aquanoano(1)"
"1","0","aquanon(1)"
"1","1","aquaon 55l(1)"
"1","0","aquapon(1)"
"1","0","aquariam(1)"
"1","0","aquarian 200g(1)"
"1","0","aquarian goldfish flake(1)"
"1","0","aquarian goldfish pellet(1)"
"1","0","aquarian pellet(1)"
"1","0","aquarian tropic flake fish food(1)"
"1","0","aquarian tropic flake(1)"
"1","0","aquariium lighi(1)"
"1","0","aquarijmcabinet(1)"
"1","0","aquarim sand(1)"
"1","0","aquarim scraper(1)"
"1","1","aquariuan(1)"
"1","0","aquariuaquariumm(1)"
"1","0","aquariufish tanksm kit(1)"
"1","0","aquarium  bulb(1)"
"1","0","aquarium  frozen(1)"
"1","0","aquarium  heater(1)"
"1","0","aquarium  pump(1)"
"1","0","aquarium  sealant(1)"
"1","0","aquarium  stand(1)"
"1","0","aquarium 10(1)"
"1","0","aquarium 3d background(1)"
"1","0","aquarium accessori aquarium(1)"
"1","0","aquarium aerat pump(1)"
"1","0","aquarium airlin(1)"
"1","0","aquarium airston(1)"
"1","0","aquarium and stand(1)"
"1","0","aquarium bridg(1)"
"1","0","aquarium bubbler(1)"
"1","0","aquarium bulb 54w(1)"
"1","0","aquarium cabinet tank(1)"
"1","0","aquarium christma ornament(1)"
"1","0","aquarium christma tree(1)"
"1","0","aquarium cleaner tank(1)"
"1","0","aquarium clear(1)"
"1","0","aquarium clip(1)"
"1","0","aquarium digit thermomet(1)"
"1","0","aquarium filter water(1)"
"1","0","aquarium foam(1)"
"1","0","aquarium gravelpebbl(1)"
"1","0","aquarium heater tropic fish(1)"
"1","0","aquarium kit(1)"
"1","0","aquarium light bulb(1)"
"1","0","aquarium light led(1)"
"1","0","aquarium light starter(1)"
"1","0","aquarium light blue(1)"
"1","0","aquarium light ciano(1)"
"1","0","aquarium light daylight(1)"
"1","0","aquarium light led(1)"
"1","0","aquarium light starter kit(1)"
"1","0","aquarium magnet(1)"
"1","0","aquarium net(1)"
"1","0","aquarium ornament christma(1)"
"1","0","aquarium ornament shell(1)"
"1","0","aquarium pad(1)"
"1","0","aquarium pewter sand(1)"
"1","0","aquarium ph(1)"
"1","0","aquarium plant 30cm(1)"
"1","1","aquarium plastic plant(1)"
"1","0","aquarium pump and filter(1)"
"1","0","aquarium pump and filter kit(1)"
"1","0","aquarium s(1)"
"1","0","aquarium safe start(1)"
"1","0","aquarium sand 2kg(1)"
"1","0","aquarium seahors fish tank(1)"
"1","0","aquarium sealant tank(1)"
"1","0","aquarium skull(1)"
"1","0","aquarium small gravel(1)"
"1","0","aquarium starter unit(1)"
"1","0","aquarium statu(1)"
"1","0","aquarium stone(1)"
"1","0","aquarium suction clip(1)"
"1","0","aquarium syphon(1)"
"1","0","aquarium tank 200(1)"
"1","0","aquarium tank aquarium(1)"
"1","0","aquarium tank light(1)"
"1","0","aquarium tank(1)"
"1","0","aquarium test kit(1)"
"1","0","aquarium thermomet glass(1)"
"1","0","aquarium treatment(1)"
"1","0","aquarium tree(1)"
"1","0","aquarium tube(1)"
"1","0","aquarium turtl(1)"
"1","0","aquarium valv(1)"
"1","0","aquarium water filter(1)"
"1","0","aquarium water test kit(1)"
"1","0","aquarium water test kit(1)"
"1","0","aquarium water test(1)"
"1","0","aquarium water treatment(1)"
"1","0","aquarium white(1)"
"1","0","aquarium with cabinet(1)"
"1","0","aquariumlight(1)"
"1","0","aquarium light(1)"
"1","0","aquarium with cabinet(1)"
"1","0","aquaruim(1)"
"1","0","aquaruim background(1)"
"1","0","aquaruim stone(1)"
"1","0","aquarum sand(1)"
"1","0","aquasaf tap(1)"
"1","0","aquasaf tetra(1)"
"1","0","aquasan(1)"
"1","0","aquas(1)"
"1","0","aquasoil(1)"
"1","0","aquasorb towel(1)"
"1","0","aquasorb towel(1)"
"1","0","aquastart 320 stand(1)"
"1","0","aquastart bulb(1)"
"1","0","aquastart graphit(1)"
"1","0","aquastart32t(1)"
"1","0","aquastart340(1)"
"1","0","aquastyl(1)"
"1","0","aquastyle620t(1)"
"1","0","aquatank(1)"
"1","0","aquat background(1)"
"1","0","aquat bacteria(1)"
"1","0","aquat bulb(1)"
"1","0","aquat food(1)"
"1","0","aquat gravel 2kg(1)"
"1","0","aquat light(1)"
"1","0","aquat pipe 1622mm(1)"
"1","0","aquat plant plant(1)"
"1","0","aquat sand(1)"
"1","1","aquat snail(1)"
"1","0","aquat tank(1)"
"1","0","aquat turtl(1)"
"1","0","aquatown pump(1)"
"1","0","aquatrop(1)"
"1","0","aquavac(1)"
"1","0","aquavi(1)"
"1","0","aqueal leddi(1)"
"1","1","aqueon(1)"
"1","0","aqueo(1)"
"1","0","aqueram(1)"
"1","0","aquiram(1)"
"1","0","aquirium(1)"
"1","0","aquirium ligt(1)"
"1","0","aquirium rock(1)"
"1","0","aquirium slate(1)"
"1","0","aqumant(1)"
"1","0","aqunano(1)"
"1","0","aquqrium sealant(1)"
"1","0","aqur(1)"
"1","0","aquraium(1)"
"1","0","aqurium lid(1)"
"1","0","aqurium lizard(1)"
"1","0","aqurium sand(1)"
"1","0","aqurium cabanet(1)"
"1","0","aqurium cabinet(1)"
"1","0","aqusaf(1)"
"1","1","aqvarium poster(1)"
"1","0","ar380(1)"
"1","0","arbor(1)"
"1","1","arbroath(1)"
"1","0","arcadia 160w(1)"
"1","0","arcadia 30(1)"
"1","0","arcadia bask(1)"
"1","0","arcadia bask bulb(1)"
"1","0","arcadia bulb(1)"
"1","0","arcadia ceram(1)"
"1","0","arcadia ceram fix(1)"
"1","0","arcadia clamp lamp(1)"
"1","0","arcadia d3 bask(1)"
"1","0","arcadia deep dome(1)"
"1","2","arcadia desert(1)"
"1","0","arcadia euro rang desert(1)"
"1","1","arcadia ip67 t8 control(1)"
"1","0","arcadia lamp 100w(1)"
"1","0","arcadia lamp fit(1)"
"1","0","arcadia light(1)"
"1","1","arcadia plant(1)"
"1","0","arcadia reptil(1)"
"1","2","arcadia stand(1)"
"1","0","arcadia t5 24w(1)"
"1","0","arcadia t5 39w(1)"
"1","0","arcadia t5 control(1)"
"1","1","arcadia t8(1)"
"1","0","arcadia uv bulb(1)"
"1","0","arcadia uv light(1)"
"1","0","arcadia uvb fit(1)"
"1","0","arch flexibl(1)"
"1","0","arch play bridg(1)"
"1","0","archway aquarium(1)"
"1","1","arciadia(1)"
"1","0","arco shock absorb(1)"
"1","0","arcradia bask lamp(1)"
"1","0","arctic snuggl dog bed(1)"
"1","0","ardeb(1)"
"1","0","arden  grang puppi(1)"
"1","0","arden  grang senior(1)"
"1","0","arden  grang sensit(1)"
"1","1","arden adult(1)"
"1","0","arden and grang(1)"
"1","0","arden cat(1)"
"1","0","arden chicken and rice(1)"
"1","0","arden crunchi bite(1)"
"1","0","arden dog food(1)"
"1","1","arden grang(1)"
"1","1","arden grang  chicken with rice adult(1)"
"1","1","arden grang  dri dog food(1)"
"1","0","arden grang  light(1)"
"1","0","arden grang  light dog food(1)"
"1","0","arden grang  sensit dog(1)"
"1","0","arden grang  treat(1)"
"1","0","arden grang 12kg(1)"
"1","1","arden grang adult  dog(1)"
"1","1","arden grang adult cat food with chicken(1)"
"1","0","arden grang adult chicken(1)"
"1","0","arden grang adult chicken and rice(1)"
"1","0","arden grang adult chicken dog food(1)"
"1","0","arden grang adult dog sensit(1)"
"1","0","arden grang adult dog with salmon(1)"
"1","0","arden grang adult fish(1)"
"1","0","arden grang adult light dog food(1)"
"1","0","arden grang adult salmon(1)"
"1","0","arden grang adult sensit(1)"
"1","1","arden grang advanc(1)"
"1","1","arden grang cat(1)"
"1","0","arden grang cat(1)"
"1","0","arden grang chicken and rice dog food(1)"
"1","1","arden grang chicken do(1)"
"1","1","arden grang chicken light(1)"
"1","0","arden grang chicken rice(1)"
"1","0","arden grang chicken(1)"
"1","0","arden grang crunchi bite(1)"
"1","0","arden grang crunchi bite chicken(1)"
"1","0","arden grang crunchi bite dog treat(1)"
"1","1","arden grang crunchi bite light 250g(1)"
"1","0","arden grang crunchi bite salmon(1)"
"1","0","arden grang crunchi mini(1)"
"1","0","arden grang dog 12kg(1)"
"1","0","arden grang dog 2 kg(1)"
"1","0","arden grang dog food larg adult(1)"
"1","0","arden grang dog lamb(1)"
"1","0","arden grang dog light(1)"
"1","0","arden grang dog sensit(1)"
"1","0","arden grang dri adult chicken dog food(1)"
"1","0","arden grang dri puppi food(1)"
"1","0","arden grang fish and potato(1)"
"1","0","arden grang for cat(1)"
"1","0","arden grang grain free(1)"
"1","1","arden grang kitten food(1)"
"1","0","arden grang kitten food with chicken(1)"
"1","0","arden grang lamb adult(1)"
"1","0","arden grang lamb and rice dog food(1)"
"1","1","arden grang lamb dog(1)"
"1","0","arden grang larg breed chicken(1)"
"1","0","arden grang larg breed dog(1)"
"1","0","arden grang larg puppi food(1)"
"1","0","arden grang light bite(1)"
"1","0","arden grang light cat(1)"
"1","0","arden grang light dog(1)"
"1","1","arden grang light dog food dri(1)"
"1","1","arden grang mini adult dog(1)"
"1","1","arden grang mini adult dog food(1)"
"1","1","arden grang mini breed(1)"
"1","0","arden grang mini dog(1)"
"1","0","arden grang mini treat(1)"
"1","0","arden grang partner fresh chicken with rice adult dog food 6 x(1)"
"1","0","arden grang perform food(1)"
"1","1","arden grang pork and rice(1)"
"1","0","arden grang puppi and junior(1)"
"1","1","arden grang puppi food larg breed(1)"
"1","0","arden grang puppi junior  larg breed(1)"
"1","0","arden grang puppi junior chicken(1)"
"1","0","arden grang puppi junior dri dog food(1)"
"1","1","arden grang puppi larg breed(1)"
"1","2","arden grang puppyjunior larg breed(1)"
"1","0","arden grang salmon dri food(1)"
"1","0","arden grang senior dri(1)"
"1","0","arden grang sensit  dog food(1)"
"1","0","arden grang sensit cat(1)"
"1","0","arden grang sensit fish(1)"
"1","0","arden grang sensit fish and potato(1)"
"1","0","arden grang sensit fish and potato dog food(1)"
"1","0","arden grang sensit hypoallergen(1)"
"1","1","arden grang sensit with fish adult dog food 35023(1)"
"1","0","arden grang tin(1)"
"1","0","arden grang weaningpuppi food(1)"
"1","0","arden grang with chicken(1)"
"1","0","arden grang with chicken junior(1)"
"1","0","arden grangepuppi(1)"
"1","0","arden kitten(1)"
"1","0","arden larg adult(1)"
"1","1","arden larg breed(1)"
"1","0","arden larg dog(1)"
"1","0","arden light dog(1)"
"1","0","arden light dog food(1)"
"1","0","arden senior dog food(1)"
"1","0","arden weight control(1)"
"1","0","arden(1)"
"1","0","arden grang(1)"
"1","0","arden grang dog food(1)"
"1","0","ardengrangesenst(1)"
"1","0","ardennval(1)"
"1","0","arden grang(1)"
"1","0","arden grang adult larg breed(1)"
"1","0","are in worcest(1)"
"1","1","argen grang larg breed(1)"
"1","0","argi(1)"
"1","0","argo layer pellet(1)"
"1","0","ariel ornament(1)"
"1","0","arig(1)"
"1","0","aristopetearcank drop(1)"
"1","0","arium(1)"
"1","0","arkerb(1)"
"1","0","arkright(1)"
"1","0","arkwick(1)"
"1","0","arm and hammer mint(1)"
"1","0","arm hammer(1)"
"1","0","arm hammer dental(1)"
"1","0","armadillo(1)"
"1","0","armchair protector(1)"
"1","0","armidillo lizzar(1)"
"1","0","armitag(1)"
"1","0","arm(1)"
"1","0","ar(1)"
"1","0","arnica oil(1)"
"1","0","aromatherapi oil(1)"
"1","0","aromat(1)"
"1","0","aromess(1)"
"1","0","arowana(1)"
"1","0","artemia(1)"
"1","0","arteo(1)"
"1","0","arthir(1)"
"1","0","arthist(1)"
"1","0","arthramin(1)"
"1","0","arthri aid cat(1)"
"1","0","arthri aid cat and dog(1)"
"1","0","arthri aid omega(1)"
"1","0","arthriaid(1)"
"1","0","arthriti(1)"
"1","0","arthritium plus(1)"
"1","0","arthritiumplus(1)"
"1","0","arthriti in dog(1)"
"1","0","arthritim(1)"
"1","0","arthriti care(1)"
"1","0","arthriti claw(1)"
"1","0","arthriti dog(1)"
"1","0","arthriti relief(1)"
"1","1","arthriti supplement(1)"
"1","0","arthritisl(1)"
"1","0","arti(1)"
"1","0","artic(1)"
"1","0","artifici(1)"
"1","0","artifici  grass cleaner(1)"
"1","0","artifici bone(1)"
"1","0","artifici gress(1)"
"1","0","artifici insemin kit(1)"
"1","0","artifici plant(1)"
"1","0","artitha(1)"
"1","1","artriaid(1)"
"1","0","artritius(1)"
"1","0","artthritiumplus(1)"
"1","0","arwright(1)"
"1","0","as  good  as(1)"
"1","0","as dog choc(1)"
"1","0","as good a s it look(1)"
"1","1","as good as it look(1)"
"1","1","as good as it look 44(1)"
"1","1","as good as it look dog(1)"
"1","0","as good as it look felix fish(1)"
"1","0","as good as look(1)"
"1","0","as good as to look(1)"
"1","0","as good at look(1)"
"1","0","as la cart(1)"
"1","0","as500(1)"
"1","0","asaptil(1)"
"1","0","asasin snail(1)"
"1","0","ascent slip(1)"
"1","0","ascent slip lead(1)"
"1","0","ascentl ead(1)"
"1","0","ascentlead(1)"
"1","0","asdvoc(1)"
"1","0","asen(1)"
"1","0","asesori kuce(1)"
"1","0","asgoodasitlook(1)"
"1","0","ash(1)"
"1","0","ashford stpre(1)"
"1","0","ashington(1)"
"1","0","ashley(1)"
"1","0","askel(1)"
"1","1","askol media kit(1)"
"1","0","askol pure 68l(1)"
"1","0","askol pure black(1)"
"1","0","askol pure media(1)"
"1","0","askol pure stand(1)"
"1","0","askol stand black(1)"
"1","0","askol tank black(1)"
"1","0","aspen bed(1)"
"1","1","aspen bedd(1)"
"1","1","aspen bed aspen(1)"
"1","0","aspen bede(1)"
"1","0","aspen chip(1)"
"1","0","aspen onlin onli(1)"
"1","0","aspen parker(1)"
"1","0","aspic(1)"
"1","0","aspik(1)"
"1","0","aspir 22(1)"
"1","0","aspir aqua one(1)"
"1","0","ass(1)"
"1","0","assassin  snail(1)"
"1","0","assassin snail(1)"
"1","0","assassin snail(1)"
"1","0","assault(1)"
"1","0","assembl  rose cottag(1)"
"1","0","assort(1)"
"1","0","assort munchi stick(1)"
"1","0","astma(1)"
"1","0","astma  pump(1)"
"1","0","astraglus(1)"
"1","0","astro(1)"
"1","0","asvantag(1)"
"1","0","asvoc(1)"
"1","0","at alo(1)"
"1","0","at h(1)"
"1","0","at home cat cloth(1)"
"1","0","at home cavali(1)"
"1","0","at home pellet(1)"
"1","0","at home poppi den(1)"
"1","0","at home ruff and tuff(1)"
"1","0","at home small rabbit(1)"
"1","0","at home train(1)"
"1","0","at homeampproductsperpage12ampresetfilterstrueampisserviceproductfalseampx11ampy8ampkeywordsharringtond20dog20biscuits2015kg20bag(1)"
"1","0","at home(1)"
"1","0","at litter(1)"
"1","0","at litter wood(1)"
"1","0","at om(1)"
"1","0","at rabbithom(1)"
"1","0","at toilet(1)"
"1","0","ata(1)"
"1","0","atarki(1)"
"1","0","ath(1)"
"1","0","ath tub(1)"
"1","0","atimil(1)"
"1","0","atit(1)"
"1","0","atlas 70(1)"
"1","0","atlas 80(1)"
"1","0","atlas carrier(1)"
"1","0","atlas dog carrier(1)"
"1","1","atlas open top(1)"
"1","0","atlas pet carrier(1)"
"1","0","atlas profesion(1)"
"1","0","atlas wire(1)"
"1","0","atlas wire door(1)"
"1","0","atlas40(1)"
"1","0","atlast(1)"
"1","0","atm(1)"
"1","0","atm outbreak(1)"
"1","0","atmil(1)"
"1","0","atop(1)"
"1","0","atop derm(1)"
"1","0","atop dermat(1)"
"1","1","at(1)"
"1","0","atsuu(1)"
"1","0","atu(1)"
"1","0","atur menu(1)"
"1","0","auarium silicon(1)"
"1","0","aubio(1)"
"1","0","aubioz(1)"
"1","0","aupplaus(1)"
"1","0","auqa style 620t(1)"
"1","0","auquasorb(1)"
"1","0","aural dog ear cleaner(1)"
"1","0","australia(1)"
"1","0","australian labradoodl(1)"
"1","0","australian labredoodl(1)"
"1","0","australian shepherd(1)"
"1","0","autaraki(1)"
"1","0","autarkey(1)"
"1","0","autarkt(1)"
"1","1","autarki adult food(1)"
"1","0","autarki junior dog food(1)"
"1","0","autarki lite(1)"
"1","1","autarki matur lite salmon(1)"
"1","0","autarki salmon(1)"
"1","1","autarki senior(1)"
"1","0","auto(1)"
"1","0","auto feeder automat(1)"
"1","0","auto feeder fish(1)"
"1","0","auto fish feeder(1)"
"1","0","automat ball launcher(1)"
"1","0","automat dog feeder(1)"
"1","0","automat dog toy(1)"
"1","0","automat feeder cat(1)"
"1","0","automat food(1)"
"1","0","automat food feeder(1)"
"1","0","automat pet(1)"
"1","0","autraki(1)"
"1","0","autu(1)"
"1","1","auturkey(1)"
"1","0","auturki(1)"
"1","0","auvb(1)"
"1","0","ava cake(1)"
"1","0","avac(1)"
"1","0","avail in store(1)"
"1","0","avail store onli(1)"
"1","0","avant calend(1)"
"1","0","avant gard(1)"
"1","0","avant gard retract(1)"
"1","0","avantag(1)"
"1","0","avarium(1)"
"1","0","avarium(1)"
"1","0","avena(1)"
"1","0","avent calendar(1)"
"1","0","avent calend(1)"
"1","1","avent calend(1)"
"1","0","averioum(1)"
"1","0","averi(1)"
"1","0","avian bird supplement(1)"
"1","0","avian bulb(1)"
"1","0","avian uvb lamp bulb(1)"
"1","0","aviari cage(1)"
"1","1","aviari hous(1)"
"1","0","aviari sand(1)"
"1","1","avicak(1)"
"1","0","aviform canin(1)"
"1","1","avigold advanc(1)"
"1","0","avimec(1)"
"1","0","avipro 100g probiot(1)"
"1","0","avirpo(1)"
"1","0","avmini(1)"
"1","0","avo derm(1)"
"1","0","avoca(1)"
"1","0","avocat(1)"
"1","0","avok(1)"
"1","0","avol mixtur(1)"
"1","0","ax(1)"
"1","0","axalotl(1)"
"1","0","axarotl(1)"
"1","0","axarotl(1)"
"1","0","axesotis(1)"
"1","0","axieti jacket(1)"
"1","0","axilotl(1)"
"1","0","axious(1)"
"1","0","axloti(1)"
"1","0","axminst(1)"
"1","0","axoatl(1)"
"1","0","axolot(1)"
"1","0","axolotl(1)"
"1","0","axoloti(1)"
"1","1","axydoghar(1)"
"1","0","ayla(1)"
"1","0","aynoquin(1)"
"1","0","ayr(1)"
"1","0","azieti wrap(1)"
"1","0","azola(1)"
"1","0","aztec(1)"
"1","0","bampo(1)"
"1","0","b0029(1)"
"1","0","b12(1)"
"1","0","b2(1)"
"1","0","b2 puls microclim(1)"
"1","0","b2 thermostat(1)"
"1","0","b2n(1)"
"1","0","b32 1eg(1)"
"1","0","b3d(1)"
"1","0","b72 1an(1)"
"1","0","b92 8ts(1)"
"1","0","babbl ball ball(1)"
"1","0","babbl ball bird(1)"
"1","0","babblebal(1)"
"1","0","babbi tortus(1)"
"1","0","babi(1)"
"1","0","babinet(1)"
"1","0","babinetcabinet(1)"
"1","0","babi anim calendar(1)"
"1","0","babi bea bowl(1)"
"1","0","babi bea cardboard scratcher kitten toy(1)"
"1","0","babi bea snood(1)"
"1","1","babi bea snood bed(1)"
"1","0","babi biorb(1)"
"1","0","babi bunni(1)"
"1","0","babi bunni(1)"
"1","0","babi cat food(1)"
"1","0","babi cat(1)"
"1","0","babi fish food(1)"
"1","0","babi fishtank(1)"
"1","0","babi hamster(1)"
"1","0","babi powder(1)"
"1","0","babi powder fragranc(1)"
